SMILES,inchi_key,rf_logSolubility
COOC(=O)O[SH](C)OCOC(C)=O,XQUWFRJHIOJMHK-UHFFFAOYSA-N,-0.8087499999999997
CCOCC(=O)OCC(=O)OO,XRDJMMKDKBOYKC-UHFFFAOYSA-N,-0.9107099999999998
CCCC(=O)OPC(=O)OCO,XSJDQUAJKJEHMS-UHFFFAOYSA-N,-1.340106666666666
CCSC(=O)OCN(C)C(=O)OOO,XTHKCFYRTOVFKA-UHFFFAOYSA-N,-1.5126599999999997
O=C(CI)OOCC(=O)OOCO,XUMXRJXKEXCZAD-UHFFFAOYSA-N,-1.2814500000000002
CCCCC(C)OC(=O)OO,XUXGZWHXGHTCAT-UHFFFAOYSA-N,-2.0375376923076916
COC(=O)OCCOC(C)O,XWSLIVNRVVDBNZ-UHFFFAOYSA-N,-0.9121499999999999
CCOOC(=O)CSC,XYOYPNFDSCGQAA-UHFFFAOYSA-N,-1.254269999999999
Cc1c([N+])cc(S)cc1O,XYSSFJDQNCRQRU-UHFFFAOYSA-N,-1.2068799999999995
O=C(OCCOC(O)CO)OOO,XZBRPTJPCWJJCG-UHFFFAOYSA-N,-0.9416899999999999
CCOOC(=O)OCC(=O)OCO,YBAAGVTWDCKNER-UHFFFAOYSA-N,-1.1377400000000002
CCOC(=O)OCO,YBCYPNWWPUECJI-UHFFFAOYSA-N,-0.5934617460317461
COC(O)OCOC(O)OCO,YBGXCBWDURYAJM-UHFFFAOYSA-N,-0.5300878095238098
CCCCCC(O)OC(=O)OOCC(=O)ONC(=O)OOC,YBZCYHDEFQMRQE-UHFFFAOYSA-N,-1.3571199999999999
CCCOC(=O)OOCC(=O)OCO,YCUVJACGYYEZES-UHFFFAOYSA-N,-1.1926800000000002
CCCOS(=O)OCC(O)CC(=O)OCF,YEBLHQQGHFPTAU-UHFFFAOYSA-N,-1.6655733333333327
COOC(=O)COC(=O)COC(O)OC,YETTVVKACJKNCG-UHFFFAOYSA-N,-1.1228600000000002
O=C(OOOCO)OC(O)CO,YFNAQZXAITXBDS-UHFFFAOYSA-N,-0.6432999999999999
CCCOCC=O,YFPMKTSZVUDZDO-UHFFFAOYSA-N,-0.7087699999999997
CN(CCO)OCC(=O)OOOCO,YFYXRQBXTIZWJW-UHFFFAOYSA-N,-1.11777
CNCN(C)C(=O)OOCC(=O)OOP,YHJQXLRPVRMIJV-UHFFFAOYSA-N,-1.3010399999999995
COC(O)OOC(=O)COC(O)OC(C)OCCO,YIPSHDJIWHBQHX-UHFFFAOYSA-N,-1.41837
COCC(O)OCC(=O)OOC,YLDCQBFNDWGEAN-UHFFFAOYSA-N,-0.9255600000000002
COOS(=O)COC(O)COO,YLLQDZYAMUYCKL-UHFFFAOYSA-N,-0.7488800000000001
CCCCOC(=O)OCO,YMCXLWHOKXIWAY-UHFFFAOYSA-N,-1.24841
CCC(C)OOC(=O)OCC(O)OC,YMFCZDVRZDHAJW-UHFFFAOYSA-N,-1.1271000000000002
CCCOC(O)OCOC(=O)O,YMSYMMZQVIADPJ-UHFFFAOYSA-N,-1.0187599999999997
COCCCCOC(=O)OCC(O)OC,YNEYZJNEDIMPMW-UHFFFAOYSA-N,-1.0559300000000003
COCC(O)COC(=O)OCO,YRJVRWYVXNPTOP-UHFFFAOYSA-N,-0.8807340000000002
CCOC(=O)OOC(O)OCS(=O)OOO,YSNZWBXJOKCKCS-UHFFFAOYSA-N,-1.1237799999999998
O=C(Cl)OCC(O)OCC(=O)OO,YTNQAPMQVPKQDZ-UHFFFAOYSA-N,-0.9610799999999997
CCC(=O)OOCC(=O)OOOC,YUNXHLHWJFEQKC-UHFFFAOYSA-N,-1.10567
COCOCS(=O)OCC(=O)OOO,YVPZUGOUGISBFW-UHFFFAOYSA-N,-1.25978
CCOC(=O)OOC(=O)OCO,YYSFZLMIVCUYSK-UHFFFAOYSA-N,-0.9298099999999998
CCOC(=O)CO,ZANNOFHADGWOLI-UHFFFAOYSA-N,-0.5179595238095235
CCC(O)OCN(C)OC(=O)OOCC(=O)OOP,ZAPKQCKLRAEHIE-UHFFFAOYSA-N,-1.6063099999999997
O=C(CC(O)CON(O)CBr)OO,ZBEQKTGWMYKMEM-UHFFFAOYSA-N,-0.6591699999999997
NC(=O)OOCC(=O)OOO,ZDIIGWXVNJWYDE-UHFFFAOYSA-N,-0.6009733333333329
COCC(O)OCC(=O)OC,ZDSVYHDKZSNIQC-UHFFFAOYSA-N,-0.8817300000000005
CC(O)OCSC(=O)OC=O,ZGDPJLQBRJANFE-UHFFFAOYSA-N,-0.9831116666666669
CCCSC(=O)OOC,ZGNULQOPGXQDJI-UHFFFAOYSA-N,-1.2246199999999998
CCOC(=O)OCSC(=O)OCCO,ZGOBBNJLCGEXKQ-UHFFFAOYSA-N,-0.9958800000000001
CC(O)OOCC(=O)OOO,ZGQCBFQDGBFNPO-UHFFFAOYSA-N,-0.559063333333333
CCCCC(O)OC(C)OC(=O)OO,ZJDTXYNBFYIPNY-UHFFFAOYSA-N,-1.24843
CC(CC(O)COC(O)OCO)OO,ZKJQHSWMFNKCTI-UHFFFAOYSA-N,-0.41305999999999976
CC(=O)OCC(O)OCC(=O)OCO,ZMVGISPCPGGAQC-UHFFFAOYSA-N,-1.26526
COCOC(=O)OOC(=O)OOO,ZOCPKSYDAFDNOH-UHFFFAOYSA-N,-1.1482732307692307
CCCC(C)CC(O)OCC(O)OCCC(=O)OO,ZPURKJUIYPMMSD-UHFFFAOYSA-N,-2.5292399999999984
CC(=O)Oc1cc([N+])nc(S)c1O,ZSJZALDBYIEXNP-UHFFFAOYSA-N,-2.0478500000000004
CCC(C)OC[SH](C)OC(=O)OOCO,ZUGVRIRIIKWQTL-UHFFFAOYSA-N,-1.5043399999999993
CCS(=O)OCOC(=O)OOC(=O)OO,ZXXUCXURVVOUNB-UHFFFAOYSA-N,-1.2075300000000002
COCCC(O)OCOC(=O)OO,ZYTQWVYHFJAIOS-UHFFFAOYSA-N,-0.86153
CCC(=O)OOCOC(=O)OCCCC(O)CO,ZYVKJETVOYJUIB-UHFFFAOYSA-N,-0.9188399999999998
